name,boss_num,prog_time,guild_name
Stone Legion Generals,8,17.01664,Pajala Sunrise
Sire Denathrius,9,17.4535,Pajala Sunrise
Shriekwing,0,0.93767,Frequency
Huntsman Altimor,1,1.59418,Frequency
Hungering Destroyer,2,2.36315,Frequency
Sun King's Salvation,3,4.15393,Frequency
Artificer Xy'mox,4,3.73843,Frequency
Lady Inerva Darkvein,5,4.87411,Frequency
The Council of Blood,6,0.02658,Frequency
Shriekwing,0,0.71137,Valkyrie
Huntsman Altimor,1,0.3557,Valkyrie
Hungering Destroyer,2,2.17835,Valkyrie
Sun King's Salvation,3,3.54862,Valkyrie
Artificer Xy'mox,4,2.11005,Valkyrie
Lady Inerva Darkvein,5,2.43539,Valkyrie
The Council of Blood,6,0.01366,Valkyrie
Sludgefist,7,7.17528,Valkyrie
Stone Legion Generals,8,0.01888,Valkyrie
Sire Denathrius,9,0.05177,Valkyrie
Shriekwing,0,1.02553,Alter Ego
Huntsman Altimor,1,3.13143,Alter Ego
Hungering Destroyer,2,5.15445,Alter Ego
Sun King's Salvation,3,10.63257,Alter Ego
Artificer Xy'mox,4,9.89669,Alter Ego
Lady Inerva Darkvein,5,9.28602,Alter Ego
The Council of Blood,6,15.25138,Alter Ego
Sludgefist,7,16.0835,Alter Ego
Stone Legion Generals,8,35.1674,Alter Ego
Sire Denathrius,9,71.15655,Alter Ego
Shriekwing,0,0.34529,Nascent
Huntsman Altimor,1,1.08849,Nascent
Hungering Destroyer,2,1.62078,Nascent
Sun King's Salvation,3,1.96781,Nascent
Artificer Xy'mox,4,1.32051,Nascent
Lady Inerva Darkvein,5,3.75081,Nascent
The Council of Blood,6,2.40157,Nascent
Sludgefist,7,6.30038,Nascent
Stone Legion Generals,8,17.20329,Nascent
Sire Denathrius,9,10.5299,Nascent
Shriekwing,0,0.78269,Tree Glow
Huntsman Altimor,1,2.346,Tree Glow
Hungering Destroyer,2,1.8571,Tree Glow
Sun King's Salvation,3,2.22246,Tree Glow
Artificer Xy'mox,4,3.62802,Tree Glow
Lady Inerva Darkvein,5,2.47093,Tree Glow
The Council of Blood,6,9.40767,Tree Glow
Sludgefist,7,5.31711,Tree Glow
Stone Legion Generals,8,24.8167,Tree Glow
Sire Denathrius,9,0.0172,Tree Glow
Shriekwing,0,1.15703,Elysian
Huntsman Altimor,1,1.18614,Elysian
Hungering Destroyer,2,3.83943,Elysian
Sun King's Salvation,3,0.3883,Elysian
Artificer Xy'mox,4,1.43624,Elysian
Lady Inerva Darkvein,5,0.67952,Elysian
The Council of Blood,6,16.98312,Elysian
Sludgefist,7,10.30903,Elysian
Stone Legion Generals,8,29.77284,Elysian
Sire Denathrius,9,0.01773,Elysian
Shriekwing,0,0.1853,SuperMassive
Huntsman Altimor,1,1.38749,SuperMassive
Hungering Destroyer,2,3.51877,SuperMassive
Sun King's Salvation,3,2.85485,SuperMassive
Artificer Xy'mox,4,4.09788,SuperMassive
Lady Inerva Darkvein,5,2.54192,SuperMassive
The Council of Blood,6,0.01147,SuperMassive
Shriekwing,0,0.09585,Line of Sight
Huntsman Altimor,1,0.60123,Line of Sight
Hungering Destroyer,2,1.7676,Line of Sight
Sun King's Salvation,3,1.93077,Line of Sight
Lady Inerva Darkvein,5,0.06523,Line of Sight
Shriekwing,0,0.38363,Vaes Dothrak
Huntsman Altimor,1,0.33479,Vaes Dothrak
Hungering Destroyer,2,4.17406,Vaes Dothrak
Sun King's Salvation,3,1.25429,Vaes Dothrak
Artificer Xy'mox,4,2.02174,Vaes Dothrak
Lady Inerva Darkvein,5,10.08117,Vaes Dothrak
The Council of Blood,6,0.03046,Vaes Dothrak
Shriekwing,0,0.21499,Valorborn
Huntsman Altimor,1,1.2897,Valorborn
Hungering Destroyer,2,4.72462,Valorborn
Sun King's Salvation,3,3.17215,Valorborn
Artificer Xy'mox,4,5.4258,Valorborn
Lady Inerva Darkvein,5,1.89621,Valorborn
The Council of Blood,6,0.0256,Valorborn
Shriekwing,0,0.53029,Protagonist
Huntsman Altimor,1,0.93367,Protagonist
Hungering Destroyer,2,1.17604,Protagonist
Sun King's Salvation,3,2.78659,Protagonist
Artificer Xy'mox,4,7.00351,Protagonist
Lady Inerva Darkvein,5,1.32796,Protagonist
The Council of Blood,6,6.26819,Protagonist
Sludgefist,7,9.48854,Protagonist
Stone Legion Generals,8,25.25336,Protagonist
Sire Denathrius,9,0.01374,Protagonist
Shriekwing,0,0.49688,ToYz
Huntsman Altimor,1,0.63049,ToYz
Hungering Destroyer,2,2.44434,ToYz
Sun King's Salvation,3,1.93452,ToYz
Artificer Xy'mox,4,3.00299,ToYz
Lady Inerva Darkvein,5,1.36703,ToYz
The Council of Blood,6,7.06204,ToYz
Sludgefist,7,8.6457,ToYz
Stone Legion Generals,8,11.7244,ToYz
Sire Denathrius,9,19.73123,ToYz
Shriekwing,0,0.64183,Wicked Vigilantes
Huntsman Altimor,1,0.27445,Wicked Vigilantes
Hungering Destroyer,2,1.95502,Wicked Vigilantes
Sun King's Salvation,3,3.9505,Wicked Vigilantes
Artificer Xy'mox,4,2.07463,Wicked Vigilantes
Lady Inerva Darkvein,5,1.04976,Wicked Vigilantes
The Council of Blood,6,7.34509,Wicked Vigilantes
Sludgefist,7,6.37219,Wicked Vigilantes
Stone Legion Generals,8,16.25652,Wicked Vigilantes
Sire Denathrius,9,21.43949,Wicked Vigilantes
Shriekwing,0,0.25424,Söhne des Drachen
Huntsman Altimor,1,0.099,Söhne des Drachen
Hungering Destroyer,2,1.43126,Söhne des Drachen
Sun King's Salvation,3,0.85167,Söhne des Drachen
Artificer Xy'mox,4,1.07886,Söhne des Drachen
Lady Inerva Darkvein,5,0.02195,Söhne des Drachen
Shriekwing,0,2.62829,Scorned Legion
Huntsman Altimor,1,1.37435,Scorned Legion
Hungering Destroyer,2,6.18634,Scorned Legion
Sun King's Salvation,3,2.93661,Scorned Legion
Artificer Xy'mox,4,4.14898,Scorned Legion
Lady Inerva Darkvein,5,6.60361,Scorned Legion
The Council of Blood,6,17.7351,Scorned Legion
Sludgefist,7,16.32931,Scorned Legion
Stone Legion Generals,8,46.62087,Scorned Legion
Sire Denathrius,9,0.02461,Scorned Legion
Shriekwing,0,0.09261,Wänderlust
Huntsman Altimor,1,0.268,Wänderlust
Hungering Destroyer,2,5.33313,Wänderlust
Sun King's Salvation,3,5.50784,Wänderlust
Artificer Xy'mox,4,2.01803,Wänderlust
Lady Inerva Darkvein,5,3.07332,Wänderlust
Shriekwing,0,0.09931,Student Council
Huntsman Altimor,1,0.87935,Student Council
Hungering Destroyer,2,4.74846,Student Council
Sun King's Salvation,3,3.08404,Student Council
Artificer Xy'mox,4,3.94322,Student Council
Lady Inerva Darkvein,5,6.47591,Student Council
The Council of Blood,6,0.0179,Student Council
Shriekwing,0,0.69792,Tempest
Sun King's Salvation,3,2.64214,Tempest
Artificer Xy'mox,4,1.76383,Tempest
Lady Inerva Darkvein,5,1.4678,Tempest
The Council of Blood,6,0.01624,Tempest
Shriekwing,0,0.21435,Somos a Horda
Huntsman Altimor,1,0.09471,Somos a Horda
Hungering Destroyer,2,0.87834,Somos a Horda
Sun King's Salvation,3,6.18755,Somos a Horda
Shriekwing,0,2.00057,Residue
Huntsman Altimor,1,2.21273,Residue
Hungering Destroyer,2,4.71198,Residue
Sun King's Salvation,3,0.31566,Residue
Artificer Xy'mox,4,3.54593,Residue
Lady Inerva Darkvein,5,0.65467,Residue
The Council of Blood,6,9.29819,Residue
Sludgefist,7,14.19693,Residue
Stone Legion Generals,8,21.62495,Residue
Sire Denathrius,9,0.01703,Residue
Shriekwing,0,0.41741,Content
Huntsman Altimor,1,2.38415,Content
Hungering Destroyer,2,0.54971,Content
Sun King's Salvation,3,0.27739,Content
Artificer Xy'mox,4,1.92043,Content
Lady Inerva Darkvein,5,0.39837,Content
The Council of Blood,6,10.6352,Content
Sludgefist,7,5.55157,Content
Stone Legion Generals,8,11.51005,Content
Sire Denathrius,9,27.41513,Content
Shriekwing,0,0.77009,VII
Huntsman Altimor,1,0.79422,VII
Hungering Destroyer,2,7.46917,VII
Sun King's Salvation,3,2.63363,VII
Artificer Xy'mox,4,4.04201,VII
Lady Inerva Darkvein,5,11.42508,VII
The Council of Blood,6,19.27042,VII
Sludgefist,7,10.8167,VII
Stone Legion Generals,8,29.39568,VII
Sire Denathrius,9,47.75098,VII
Shriekwing,0,1.27528,Nihil Interit
Huntsman Altimor,1,0.14582,Nihil Interit
Hungering Destroyer,2,2.65304,Nihil Interit
Sun King's Salvation,3,2.66253,Nihil Interit
Artificer Xy'mox,4,3.19297,Nihil Interit
Lady Inerva Darkvein,5,2.05425,Nihil Interit
The Council of Blood,6,11.7333,Nihil Interit
Sludgefist,7,13.17248,Nihil Interit
Stone Legion Generals,8,0.0155,Nihil Interit
Shriekwing,0,0.14174,Courageous
Huntsman Altimor,1,0.71904,Courageous
Hungering Destroyer,2,2.49149,Courageous
Sun King's Salvation,3,0.02763,Courageous
Shriekwing,0,0.67618,School
Huntsman Altimor,1,0.26589,School
Hungering Destroyer,2,5.94873,School
Sun King's Salvation,3,4.09506,School
Artificer Xy'mox,4,0.85513,School
Lady Inerva Darkvein,5,2.55768,School
The Council of Blood,6,11.86504,School
Sludgefist,7,11.23349,School
Stone Legion Generals,8,0.04136,School
Shriekwing,0,1.2257,Reprogress Live
Huntsman Altimor,1,0.60629,Reprogress Live
Hungering Destroyer,2,7.96092,Reprogress Live
Sun King's Salvation,3,3.25809,Reprogress Live
Artificer Xy'mox,4,6.78149,Reprogress Live
Lady Inerva Darkvein,5,2.55998,Reprogress Live
The Council of Blood,6,19.29346,Reprogress Live
Sludgefist,7,13.80287,Reprogress Live
Stone Legion Generals,8,42.78954,Reprogress Live
Sire Denathrius,9,56.86781,Reprogress Live
Shriekwing,0,1.23411,Retirement Sanctuary
Huntsman Altimor,1,0.16786,Retirement Sanctuary
Hungering Destroyer,2,7.61,Retirement Sanctuary
Sun King's Salvation,3,10.78979,Retirement Sanctuary
Artificer Xy'mox,4,5.52924,Retirement Sanctuary
Lady Inerva Darkvein,5,9.41127,Retirement Sanctuary
The Council of Blood,6,11.22056,Retirement Sanctuary
Sludgefist,7,18.88414,Retirement Sanctuary
Stone Legion Generals,8,0.02835,Retirement Sanctuary
Shriekwing,0,0.31138,Nihilism
Huntsman Altimor,1,0.57471,Nihilism
Hungering Destroyer,2,2.35378,Nihilism
Sun King's Salvation,3,1.96784,Nihilism
Artificer Xy'mox,4,1.55131,Nihilism
Lady Inerva Darkvein,5,6.56748,Nihilism
The Council of Blood,6,7.47383,Nihilism
Sludgefist,7,9.21679,Nihilism
Stone Legion Generals,8,14.97974,Nihilism
Sire Denathrius,9,0.01046,Nihilism
Shriekwing,0,0.38783,Channel Five News Team
Huntsman Altimor,1,2.17571,Channel Five News Team
Hungering Destroyer,2,3.6393,Channel Five News Team
Sun King's Salvation,3,0.0277,Channel Five News Team
Artificer Xy'mox,4,3.00343,Channel Five News Team
Lady Inerva Darkvein,5,0.03849,Channel Five News Team
Shriekwing,0,1.57038,Inmates
Huntsman Altimor,1,0.58999,Inmates
Hungering Destroyer,2,4.00798,Inmates
Sun King's Salvation,3,2.80684,Inmates
Artificer Xy'mox,4,0.78318,Inmates
Lady Inerva Darkvein,5,0.25262,Inmates
The Council of Blood,6,0.58826,Inmates
Sludgefist,7,0.04828,Inmates
Sire Denathrius,9,0.06819,Inmates
Shriekwing,0,0.72904,Semantics
Huntsman Altimor,1,1.01753,Semantics
Hungering Destroyer,2,5.91587,Semantics
Sun King's Salvation,3,3.6832,Semantics
Artificer Xy'mox,4,2.22894,Semantics
Lady Inerva Darkvein,5,1.85609,Semantics
The Council of Blood,6,8.93052,Semantics
Sludgefist,7,7.96977,Semantics
Stone Legion Generals,8,25.35477,Semantics
Sire Denathrius,9,21.81973,Semantics
Shriekwing,0,0.77512,Mortify
Huntsman Altimor,1,0.14407,Mortify
Hungering Destroyer,2,2.11165,Mortify
Sun King's Salvation,3,3.02271,Mortify
Artificer Xy'mox,4,0.02329,Mortify
Lady Inerva Darkvein,5,3.75629,Mortify
Shriekwing,0,0.97588,Stormborn
Huntsman Altimor,1,1.51116,Stormborn
Hungering Destroyer,2,2.88991,Stormborn
Sun King's Salvation,3,3.43572,Stormborn
Artificer Xy'mox,4,3.33193,Stormborn
Lady Inerva Darkvein,5,5.37955,Stormborn
The Council of Blood,6,0.01057,Stormborn
Shriekwing,0,0.84732,Scrumpy
Huntsman Altimor,1,1.53297,Scrumpy
Hungering Destroyer,2,5.6358,Scrumpy
Sun King's Salvation,3,2.25205,Scrumpy
Lady Inerva Darkvein,5,2.52558,Scrumpy
Shriekwing,0,0.4645,Enhanced
Huntsman Altimor,1,1.53427,Enhanced
Hungering Destroyer,2,5.44432,Enhanced
Lady Inerva Darkvein,5,0.0086,Enhanced
Shriekwing,0,0.2073,Take my joystick
Huntsman Altimor,1,0.46228,Take my joystick
Hungering Destroyer,2,1.75337,Take my joystick
Sun King's Salvation,3,0.55565,Take my joystick
Artificer Xy'mox,4,0.03438,Take my joystick
Lady Inerva Darkvein,5,1.2008,Take my joystick
Shriekwing,0,0.24758,Asgård
Huntsman Altimor,1,0.92786,Asgård
Hungering Destroyer,2,3.24755,Asgård
Sun King's Salvation,3,3.65671,Asgård
Artificer Xy'mox,4,4.15637,Asgård
Lady Inerva Darkvein,5,3.29501,Asgård
The Council of Blood,6,0.02669,Asgård
Shriekwing,0,2.26806,Lucid
Huntsman Altimor,1,0.42988,Lucid
Hungering Destroyer,2,11.4197,Lucid
Sun King's Salvation,3,12.17011,Lucid
Artificer Xy'mox,4,2.87505,Lucid
Lady Inerva Darkvein,5,11.43348,Lucid
The Council of Blood,6,9.9736,Lucid
Sludgefist,7,9.22755,Lucid
Stone Legion Generals,8,23.84136,Lucid
Sire Denathrius,9,0.01888,Lucid
Shriekwing,0,0.72565,Barbarzyncy
Huntsman Altimor,1,0.98097,Barbarzyncy
Hungering Destroyer,2,3.55587,Barbarzyncy
Sun King's Salvation,3,6.59995,Barbarzyncy
Artificer Xy'mox,4,9.85723,Barbarzyncy
Lady Inerva Darkvein,5,3.81173,Barbarzyncy
The Council of Blood,6,11.97243,Barbarzyncy
Sludgefist,7,12.94211,Barbarzyncy
Stone Legion Generals,8,26.38511,Barbarzyncy
Sire Denathrius,9,0.01897,Barbarzyncy
Shriekwing,0,0.30533,Avoidable Damage
Huntsman Altimor,1,0.79623,Avoidable Damage
Hungering Destroyer,2,2.60177,Avoidable Damage
Sun King's Salvation,3,1.56307,Avoidable Damage
Artificer Xy'mox,4,3.69704,Avoidable Damage
Lady Inerva Darkvein,5,4.88265,Avoidable Damage
The Council of Blood,6,12.25613,Avoidable Damage
Sludgefist,7,0.02339,Avoidable Damage
Shriekwing,0,1.23288,Smooth Gaming
Huntsman Altimor,1,1.02624,Smooth Gaming
Hungering Destroyer,2,5.23567,Smooth Gaming
Sun King's Salvation,3,5.70927,Smooth Gaming
Artificer Xy'mox,4,4.44789,Smooth Gaming
Lady Inerva Darkvein,5,3.24485,Smooth Gaming
The Council of Blood,6,14.96414,Smooth Gaming
Sludgefist,7,8.9133,Smooth Gaming
Stone Legion Generals,8,0.01957,Smooth Gaming
Sire Denathrius,9,0.02448,Smooth Gaming
Shriekwing,0,0.57096,Heralds of Dawn
Huntsman Altimor,1,1.00264,Heralds of Dawn
Hungering Destroyer,2,4.50852,Heralds of Dawn
Sun King's Salvation,3,5.4064,Heralds of Dawn
Artificer Xy'mox,4,5.72129,Heralds of Dawn
Lady Inerva Darkvein,5,4.60337,Heralds of Dawn
The Council of Blood,6,0.04727,Heralds of Dawn
Shriekwing,0,0.89536,Exiled
Huntsman Altimor,1,0.7,Exiled
Hungering Destroyer,2,2.25229,Exiled
Sun King's Salvation,3,4.36352,Exiled
Artificer Xy'mox,4,2.28554,Exiled
Lady Inerva Darkvein,5,2.41331,Exiled
The Council of Blood,6,0.01794,Exiled
Shriekwing,0,0.42806,Strange Loop
Huntsman Altimor,1,1.53936,Strange Loop
Hungering Destroyer,2,3.76095,Strange Loop
Sun King's Salvation,3,0.02012,Strange Loop
Lady Inerva Darkvein,5,0.05983,Strange Loop
Shriekwing,0,0.18621,Mythique en Théorie
Huntsman Altimor,1,0.75956,Mythique en Théorie
Hungering Destroyer,2,0.67324,Mythique en Théorie
Artificer Xy'mox,4,2.33025,Mythique en Théorie
Lady Inerva Darkvein,5,0.06141,Mythique en Théorie
Shriekwing,0,0.95259,Elegance
Huntsman Altimor,1,2.25701,Elegance
Hungering Destroyer,2,9.03239,Elegance
Sun King's Salvation,3,6.19412,Elegance
Shriekwing,0,0.57936,Grime Squad
Lady Inerva Darkvein,5,4.80145,Elegance
Shriekwing,0,1.5724,Misconception
Huntsman Altimor,1,2.62296,Misconception
Hungering Destroyer,2,4.51257,Misconception
Sun King's Salvation,3,0.02495,Misconception
Shriekwing,0,0.37738,Leftover Raiders
Huntsman Altimor,1,1.17016,Leftover Raiders
Hungering Destroyer,2,2.22505,Leftover Raiders
Sun King's Salvation,3,0.37904,Leftover Raiders
Artificer Xy'mox,4,7.67859,Leftover Raiders
Lady Inerva Darkvein,5,7.07597,Leftover Raiders
The Council of Blood,6,0.02739,Leftover Raiders
Shriekwing,0,0.17178,Pylon
Huntsman Altimor,1,0.62632,Pylon
Hungering Destroyer,2,0.31357,Pylon
Sun King's Salvation,3,2.78839,Pylon
Artificer Xy'mox,4,1.86327,Pylon
Lady Inerva Darkvein,5,3.78157,Pylon
The Council of Blood,6,6.8117,Pylon
Sludgefist,7,10.91955,Pylon
Stone Legion Generals,8,0.04794,Pylon
Shriekwing,0,0.90937,Atlantik
Huntsman Altimor,1,0.37372,Atlantik
Hungering Destroyer,2,3.03252,Atlantik
Sun King's Salvation,3,0.42042,Atlantik
Artificer Xy'mox,4,3.97678,Atlantik
Lady Inerva Darkvein,5,1.45958,Atlantik
The Council of Blood,6,8.50901,Atlantik
Sludgefist,7,9.79126,Atlantik
Stone Legion Generals,8,0.02206,Atlantik
Shriekwing,0,0.89314,Project HD
Huntsman Altimor,1,1.23232,Project HD
Hungering Destroyer,2,3.91963,Project HD
Sun King's Salvation,3,0.53416,Project HD
Artificer Xy'mox,4,4.0809,Project HD
Lady Inerva Darkvein,5,5.70024,Project HD
The Council of Blood,6,12.00648,Project HD
Sludgefist,7,9.58571,Project HD
Stone Legion Generals,8,38.81093,Project HD
Sire Denathrius,9,50.41271,Project HD
Shriekwing,0,0.99126,In Other News
Huntsman Altimor,1,1.05472,In Other News
Hungering Destroyer,2,6.46416,In Other News
Sun King's Salvation,3,1.92872,In Other News
Artificer Xy'mox,4,4.03611,In Other News
Lady Inerva Darkvein,5,3.40544,In Other News
The Council of Blood,6,13.23141,In Other News
Shriekwing,0,0.13444,Nox Atra
Huntsman Altimor,1,0.14804,Nox Atra
Hungering Destroyer,2,0.11604,Nox Atra
Sun King's Salvation,3,0.74769,Nox Atra
Artificer Xy'mox,4,1.09613,Nox Atra
Lady Inerva Darkvein,5,0.14704,Nox Atra
The Council of Blood,6,7.03799,Nox Atra
Sludgefist,7,0.01276,Nox Atra
Stone Legion Generals,8,0.05243,Nox Atra
Shriekwing,0,0.43308,Parasite
Huntsman Altimor,1,1.9276,Parasite
Hungering Destroyer,2,3.67462,Parasite
Sun King's Salvation,3,0.93807,Parasite
Artificer Xy'mox,4,4.94654,Parasite
Lady Inerva Darkvein,5,5.87191,Parasite
The Council of Blood,6,10.64778,Parasite
Sludgefist,7,8.10949,Parasite
Stone Legion Generals,8,0.03617,Parasite
Shriekwing,0,1.23516,Redemption
Huntsman Altimor,1,0.94412,Redemption
Hungering Destroyer,2,2.77898,Redemption
Sun King's Salvation,3,2.24288,Redemption
Artificer Xy'mox,4,0.35533,Redemption
Lady Inerva Darkvein,5,5.31732,Redemption
The Council of Blood,6,5.50148,Redemption
Sludgefist,7,7.31264,Redemption
Stone Legion Generals,8,14.87952,Redemption
Sire Denathrius,9,0.01395,Redemption
Shriekwing,0,0.15459,Profanities
Huntsman Altimor,1,0.08877,Profanities
Hungering Destroyer,2,6.97146,Profanities
Sun King's Salvation,3,6.00146,Profanities
Artificer Xy'mox,4,4.3032,Profanities
Lady Inerva Darkvein,5,8.00139,Profanities
The Council of Blood,6,16.72932,Profanities
Sludgefist,7,0.03531,Profanities
Shriekwing,0,0.10973,LOST Times
Huntsman Altimor,1,2.30717,LOST Times
Hungering Destroyer,2,5.55634,LOST Times
Sun King's Salvation,3,3.27065,LOST Times
Artificer Xy'mox,4,3.37542,LOST Times
Lady Inerva Darkvein,5,6.07316,LOST Times
The Council of Blood,6,11.81046,LOST Times
Sludgefist,7,10.88328,LOST Times
Stone Legion Generals,8,18.77998,LOST Times
Sire Denathrius,9,9.56636,LOST Times
Shriekwing,0,0.13177,SECURITY
Huntsman Altimor,1,0.50234,SECURITY
Hungering Destroyer,2,0.30505,SECURITY
Sun King's Salvation,3,0.29218,SECURITY
Artificer Xy'mox,4,5.01969,SECURITY
Lady Inerva Darkvein,5,3.59622,SECURITY
The Council of Blood,6,11.11814,SECURITY
Sludgefist,7,9.56059,SECURITY
Stone Legion Generals,8,0.02476,SECURITY
Shriekwing,0,0.28366,Wardens
Huntsman Altimor,1,1.34701,Wardens
Hungering Destroyer,2,2.70142,Wardens
Sun King's Salvation,3,2.93483,Wardens
Artificer Xy'mox,4,2.94959,Wardens
Lady Inerva Darkvein,5,0.79411,Wardens
The Council of Blood,6,21.11615,Wardens
Sludgefist,7,0.01316,Wardens
Shriekwing,0,0.66923,Hololive
Huntsman Altimor,1,1.9164,Hololive
Hungering Destroyer,2,1.51183,Hololive
Sun King's Salvation,3,2.88795,Hololive
Artificer Xy'mox,4,2.49847,Hololive
Lady Inerva Darkvein,5,1.58352,Hololive
The Council of Blood,6,12.50319,Hololive
Sludgefist,7,11.98213,Hololive
Stone Legion Generals,8,19.80126,Hololive
Sire Denathrius,9,32.4205,Hololive
Shriekwing,0,0.38596,Galactic Potatoes
Huntsman Altimor,1,1.25532,Galactic Potatoes
Hungering Destroyer,2,2.79933,Galactic Potatoes
Sun King's Salvation,3,4.83364,Galactic Potatoes
Artificer Xy'mox,4,8.81343,Galactic Potatoes
Lady Inerva Darkvein,5,3.29458,Galactic Potatoes
The Council of Blood,6,14.63989,Galactic Potatoes
Sludgefist,7,12.86942,Galactic Potatoes
Stone Legion Generals,8,15.82197,Galactic Potatoes
Sire Denathrius,9,0.02302,Galactic Potatoes
Shriekwing,0,0.2489,Engage
Huntsman Altimor,1,0.21111,Engage
Hungering Destroyer,2,0.31391,Engage
Sun King's Salvation,3,0.5645,Engage
Artificer Xy'mox,4,1.89736,Engage
Lady Inerva Darkvein,5,1.50516,Engage
The Council of Blood,6,12.73848,Engage
Sludgefist,7,8.44167,Engage
Stone Legion Generals,8,0.02332,Engage
Shriekwing,0,2.01302,One Last Try
Huntsman Altimor,1,8.64664,One Last Try
Hungering Destroyer,2,22.54831,One Last Try
Sun King's Salvation,3,7.37858,One Last Try
Artificer Xy'mox,4,8.82053,One Last Try
Lady Inerva Darkvein,5,14.13037,One Last Try
The Council of Blood,6,36.77272,One Last Try
Sludgefist,7,26.92637,One Last Try
Stone Legion Generals,8,41.51736,One Last Try
Sire Denathrius,9,80.2987,One Last Try
Shriekwing,0,1.22807,Chemical Imbalance
Huntsman Altimor,1,6.24504,Chemical Imbalance
Hungering Destroyer,2,4.76186,Chemical Imbalance
Sun King's Salvation,3,5.48764,Chemical Imbalance
Artificer Xy'mox,4,0.02767,Chemical Imbalance
Shriekwing,0,0.89348,Joint Venture
Huntsman Altimor,1,1.1887,Joint Venture
Hungering Destroyer,2,6.11175,Joint Venture
Sun King's Salvation,3,3.80625,Joint Venture
Artificer Xy'mox,4,5.90418,Joint Venture
Lady Inerva Darkvein,5,5.37466,Joint Venture
The Council of Blood,6,0.02268,Joint Venture
Shriekwing,0,4.23398,Undying
Huntsman Altimor,1,1.27047,Undying
Hungering Destroyer,2,5.0187,Undying
Sun King's Salvation,3,4.32649,Undying
Artificer Xy'mox,4,0.9002,Undying
Lady Inerva Darkvein,5,1.15064,Undying
The Council of Blood,6,10.00352,Undying
Sludgefist,7,0.01816,Undying
Shriekwing,0,0.82959,Trial
Huntsman Altimor,1,1.38332,Trial
Hungering Destroyer,2,3.5926,Trial
Sun King's Salvation,3,2.11909,Trial
Artificer Xy'mox,4,5.12087,Trial
Lady Inerva Darkvein,5,4.73931,Trial
The Council of Blood,6,20.23688,Trial
Sludgefist,7,8.49527,Trial
Stone Legion Generals,8,0.01864,Trial
Shriekwing,0,1.01631,Atrocious
Huntsman Altimor,1,2.06167,Atrocious
Hungering Destroyer,2,14.02978,Atrocious
Sun King's Salvation,3,7.8452,Atrocious
Artificer Xy'mox,4,9.34639,Atrocious
Lady Inerva Darkvein,5,4.88335,Atrocious
The Council of Blood,6,13.02132,Atrocious
Sludgefist,7,11.34385,Atrocious
Stone Legion Generals,8,25.98768,Atrocious
Sire Denathrius,9,0.03236,Atrocious
Shriekwing,0,0.86928,Perfectly Balanced
Huntsman Altimor,1,4.06524,Perfectly Balanced
