name,boss_num,prog_time,guild_name
Huntsman Altimor,1,1.34745,TaHrPa
Hungering Destroyer,2,8.14851,TaHrPa
Sun King's Salvation,3,17.16881,TaHrPa
Artificer Xy'mox,4,0.83484,TaHrPa
Lady Inerva Darkvein,5,3.11766,TaHrPa
The Council of Blood,6,0.02207,TaHrPa
Shriekwing,0,0.22288,Hardly Noobish
Huntsman Altimor,1,0.33622,Hardly Noobish
Hungering Destroyer,2,5.81631,Hardly Noobish
Sun King's Salvation,3,2.49592,Hardly Noobish
Artificer Xy'mox,4,0.03823,Hardly Noobish
Lady Inerva Darkvein,5,10.06864,Hardly Noobish
Shriekwing,0,0.14385,Ascensìon
Huntsman Altimor,1,2.75815,Ascensìon
Hungering Destroyer,2,2.2146,Ascensìon
Sun King's Salvation,3,3.39573,Ascensìon
Artificer Xy'mox,4,3.61221,Ascensìon
Lady Inerva Darkvein,5,3.54557,Ascensìon
The Council of Blood,6,0.01234,Ascensìon
Sludgefist,7,13.55011,Ascensìon
Stone Legion Generals,8,23.95461,Ascensìon
Sire Denathrius,9,0.02019,Ascensìon
Shriekwing,0,0.91255,Inner Sanctum
Huntsman Altimor,1,1.92521,Inner Sanctum
Hungering Destroyer,2,1.29526,Inner Sanctum
Sun King's Salvation,3,2.15442,Inner Sanctum
Artificer Xy'mox,4,2.44056,Inner Sanctum
Lady Inerva Darkvein,5,4.03378,Inner Sanctum
The Council of Blood,6,3.93734,Inner Sanctum
Sludgefist,7,7.91174,Inner Sanctum
Stone Legion Generals,8,20.42873,Inner Sanctum
Sire Denathrius,9,17.35791,Inner Sanctum
Shriekwing,0,0.22425,Ripple
Huntsman Altimor,1,2.55185,Ripple
Hungering Destroyer,2,5.46199,Ripple
Sun King's Salvation,3,4.82685,Ripple
Artificer Xy'mox,4,3.58659,Ripple
Lady Inerva Darkvein,5,5.30055,Ripple
The Council of Blood,6,13.23772,Ripple
Sludgefist,7,10.74623,Ripple
Stone Legion Generals,8,19.53709,Ripple
Sire Denathrius,9,27.00332,Ripple
Shriekwing,0,2.5091,Volatile
Huntsman Altimor,1,3.93432,Volatile
Hungering Destroyer,2,15.01024,Volatile
Sun King's Salvation,3,14.69538,Volatile
Artificer Xy'mox,4,15.69884,Volatile
Lady Inerva Darkvein,5,18.06637,Volatile
The Council of Blood,6,6.81804,Volatile
Sludgefist,7,4.27648,Volatile
Stone Legion Generals,8,20.94609,Volatile
Sire Denathrius,9,0.02446,Volatile
Shriekwing,0,1.05067,Panda stole my Feast
Huntsman Altimor,1,1.634,Panda stole my Feast
Hungering Destroyer,2,4.7171,Panda stole my Feast
Sun King's Salvation,3,0.0313,Panda stole my Feast
Shriekwing,0,0.06303,Elicit
Huntsman Altimor,1,0.06755,Elicit
Hungering Destroyer,2,0.41572,Elicit
Sun King's Salvation,3,0.38055,Elicit
Artificer Xy'mox,4,0.43852,Elicit
Lady Inerva Darkvein,5,0.70328,Elicit
The Council of Blood,6,0.16579,Elicit
Sludgefist,7,0.08314,Elicit
Stone Legion Generals,8,0.04761,Elicit
Sire Denathrius,9,3.91137,Elicit
Shriekwing,0,0.30202,Born in Echo
Huntsman Altimor,1,1.15162,Born in Echo
Hungering Destroyer,2,3.67234,Born in Echo
Sun King's Salvation,3,3.08414,Born in Echo
Lady Inerva Darkvein,5,3.88588,Born in Echo
Shriekwing,0,5.40328,Fenatic
Huntsman Altimor,1,0.37826,Fenatic
Hungering Destroyer,2,0.02628,Fenatic
Shriekwing,0,0.64388,Originals
Huntsman Altimor,1,1.19963,Originals
Hungering Destroyer,2,6.25798,Originals
Sun King's Salvation,3,3.85938,Originals
Artificer Xy'mox,4,0.01991,Originals
Lady Inerva Darkvein,5,10.87448,Originals
Shriekwing,0,1.93047,Envelop
Huntsman Altimor,1,1.10937,Envelop
Hungering Destroyer,2,7.59417,Envelop
Sun King's Salvation,3,10.12303,Envelop
Artificer Xy'mox,4,4.77613,Envelop
Lady Inerva Darkvein,5,3.81526,Envelop
The Council of Blood,6,9.07574,Envelop
Sludgefist,7,0.01994,Envelop
Shriekwing,0,0.19049,Konfluens
Huntsman Altimor,1,0.83707,Konfluens
Hungering Destroyer,2,4.07263,Konfluens
Sun King's Salvation,3,0.31967,Konfluens
Artificer Xy'mox,4,3.03269,Konfluens
Lady Inerva Darkvein,5,5.78559,Konfluens
The Council of Blood,6,8.30082,Konfluens
Sludgefist,7,10.44709,Konfluens
Stone Legion Generals,8,22.483,Konfluens
Sire Denathrius,9,26.89052,Konfluens
Shriekwing,0,1.02206,The Seekers
Huntsman Altimor,1,0.61367,The Seekers
Hungering Destroyer,2,0.79387,The Seekers
Sun King's Salvation,3,2.66502,The Seekers
Artificer Xy'mox,4,0.61875,The Seekers
Lady Inerva Darkvein,5,7.20227,The Seekers
The Council of Blood,6,3.0831,The Seekers
Sludgefist,7,1.12281,The Seekers
Stone Legion Generals,8,11.26218,The Seekers
Sire Denathrius,9,47.15,The Seekers
Shriekwing,0,1.76746,Eternal
Huntsman Altimor,1,0.76738,Eternal
Hungering Destroyer,2,6.81758,Eternal
Sun King's Salvation,3,8.67772,Eternal
Artificer Xy'mox,4,4.80404,Eternal
Lady Inerva Darkvein,5,12.24203,Eternal
The Council of Blood,6,0.12669,Eternal
Shriekwing,0,1.16192,So Toxic
Huntsman Altimor,1,1.9743,So Toxic
Hungering Destroyer,2,4.79325,So Toxic
Sun King's Salvation,3,3.99789,So Toxic
Artificer Xy'mox,4,2.59784,So Toxic
Lady Inerva Darkvein,5,8.07579,So Toxic
The Council of Blood,6,11.28639,So Toxic
Sludgefist,7,0.02154,So Toxic
Stone Legion Generals,8,10.02137,So Toxic
Sire Denathrius,9,51.70223,So Toxic
Shriekwing,0,0.20829,Devotus
Huntsman Altimor,1,1.11159,Devotus
Hungering Destroyer,2,3.51273,Devotus
Sun King's Salvation,3,3.34171,Devotus
Artificer Xy'mox,4,1.66278,Devotus
Lady Inerva Darkvein,5,3.81236,Devotus
The Council of Blood,6,19.22526,Devotus
Sludgefist,7,9.34111,Devotus
Shriekwing,0,0.27467,Pulsar
Huntsman Altimor,1,1.6868,Pulsar
Hungering Destroyer,2,3.93152,Pulsar
Sun King's Salvation,3,8.14923,Pulsar
Artificer Xy'mox,4,4.45273,Pulsar
Lady Inerva Darkvein,5,7.25271,Pulsar
The Council of Blood,6,0.01623,Pulsar
Shriekwing,0,0.5565,A Few Good Men
Huntsman Altimor,1,1.50538,A Few Good Men
Hungering Destroyer,2,2.87168,A Few Good Men
Sun King's Salvation,3,0.03232,A Few Good Men
Shriekwing,0,0.0632,Exod Arch
Huntsman Altimor,1,0.075,Exod Arch
Hungering Destroyer,2,1.90737,Exod Arch
Sun King's Salvation,3,0.60349,Exod Arch
Artificer Xy'mox,4,0.3942,Exod Arch
Lady Inerva Darkvein,5,0.3534,Exod Arch
The Council of Blood,6,1.72869,Exod Arch
Sludgefist,7,4.6672,Exod Arch
Stone Legion Generals,8,10.56759,Exod Arch
Sire Denathrius,9,18.57182,Exod Arch
Shriekwing,0,0.81943,Sedition
Huntsman Altimor,1,0.78484,Sedition
Hungering Destroyer,2,2.55761,Sedition
Sun King's Salvation,3,0.29149,Sedition
Artificer Xy'mox,4,5.04808,Sedition
Lady Inerva Darkvein,5,2.23334,Sedition
The Council of Blood,6,11.18993,Sedition
Sludgefist,7,10.05559,Sedition
Stone Legion Generals,8,26.77826,Sedition
Sire Denathrius,9,27.80792,Sedition
Shriekwing,0,0.92903,Successful Failure
Huntsman Altimor,1,1.48925,Successful Failure
Hungering Destroyer,2,3.29028,Successful Failure
Sun King's Salvation,3,1.29163,Successful Failure
Artificer Xy'mox,4,5.11282,Successful Failure
Lady Inerva Darkvein,5,9.19602,Successful Failure
The Council of Blood,6,0.02779,Successful Failure
Shriekwing,0,2.49106,Eat Sleep Deplete Repeat
Huntsman Altimor,1,2.17536,Eat Sleep Deplete Repeat
Hungering Destroyer,2,4.42549,Eat Sleep Deplete Repeat
Sun King's Salvation,3,0.02495,Eat Sleep Deplete Repeat
Artificer Xy'mox,4,10.40607,Eat Sleep Deplete Repeat
Lady Inerva Darkvein,5,0.02366,Eat Sleep Deplete Repeat
The Council of Blood,6,0.13508,Eat Sleep Deplete Repeat
Sludgefist,7,0.06168,Eat Sleep Deplete Repeat
Stone Legion Generals,8,0.11411,Eat Sleep Deplete Repeat
Sire Denathrius,9,0.03327,Eat Sleep Deplete Repeat
Shriekwing,0,0.84098,Something Shiny
Huntsman Altimor,1,0.85639,Something Shiny
Hungering Destroyer,2,8.50062,Something Shiny
Sun King's Salvation,3,5.62188,Something Shiny
Artificer Xy'mox,4,2.06449,Something Shiny
Lady Inerva Darkvein,5,4.56208,Something Shiny
The Council of Blood,6,0.02279,Something Shiny
Shriekwing,0,0.09729,NGA
Huntsman Altimor,1,1.03437,NGA
Hungering Destroyer,2,1.74861,NGA
Sun King's Salvation,3,4.11024,NGA
Artificer Xy'mox,4,3.39538,NGA
Lady Inerva Darkvein,5,0.64531,NGA
Shriekwing,0,0.60751,Celestial Kittens
Huntsman Altimor,1,1.55886,Celestial Kittens
Hungering Destroyer,2,0.26845,Celestial Kittens
Sun King's Salvation,3,2.69256,Celestial Kittens
Artificer Xy'mox,4,2.97774,Celestial Kittens
Lady Inerva Darkvein,5,1.83546,Celestial Kittens
The Council of Blood,6,0.05282,Celestial Kittens
Shriekwing,0,0.49645,Antipathie
Huntsman Altimor,1,1.04389,Antipathie
Hungering Destroyer,2,2.82626,Antipathie
Sun King's Salvation,3,0.02763,Antipathie
Lady Inerva Darkvein,5,0.02298,Antipathie
Shriekwing,0,1.14428,Korrupt
Huntsman Altimor,1,0.84731,Korrupt
Hungering Destroyer,2,4.68358,Korrupt
Sun King's Salvation,3,4.47696,Korrupt
Artificer Xy'mox,4,0.87191,Korrupt
Lady Inerva Darkvein,5,4.74508,Korrupt
The Council of Blood,6,13.78281,Korrupt
Sludgefist,7,0.01916,Korrupt
Shriekwing,0,0.8293,Eureka
Huntsman Altimor,1,0.6293,Eureka
Hungering Destroyer,2,2.19151,Eureka
Sun King's Salvation,3,2.09794,Eureka
Artificer Xy'mox,4,4.574,Eureka
Lady Inerva Darkvein,5,4.22818,Eureka
The Council of Blood,6,0.02626,Eureka
Shriekwing,0,0.62781,One Step Closer
Huntsman Altimor,1,1.10013,One Step Closer
Hungering Destroyer,2,3.96122,One Step Closer
Sun King's Salvation,3,0.31244,One Step Closer
Artificer Xy'mox,4,3.03025,One Step Closer
Lady Inerva Darkvein,5,2.78698,One Step Closer
The Council of Blood,6,13.01388,One Step Closer
Sludgefist,7,12.41301,One Step Closer
Stone Legion Generals,8,22.74665,One Step Closer
Sire Denathrius,9,0.02351,One Step Closer
Shriekwing,0,0.47798,Ataraxia
Huntsman Altimor,1,1.1608,Ataraxia
Hungering Destroyer,2,2.18067,Ataraxia
Sun King's Salvation,3,6.8163,Ataraxia
Artificer Xy'mox,4,1.40041,Ataraxia
Lady Inerva Darkvein,5,6.43623,Ataraxia
Shriekwing,0,2.54863,Linear
Huntsman Altimor,1,0.55484,Linear
Hungering Destroyer,2,7.99593,Linear
Sun King's Salvation,3,4.41864,Linear
Artificer Xy'mox,4,5.14938,Linear
Lady Inerva Darkvein,5,7.97777,Linear
The Council of Blood,6,19.94132,Linear
Sludgefist,7,8.77554,Linear
Stone Legion Generals,8,0.01319,Linear
Shriekwing,0,0.23324,Handsome
Huntsman Altimor,1,1.34991,Handsome
Hungering Destroyer,2,3.46699,Handsome
Sun King's Salvation,3,3.99213,Handsome
Artificer Xy'mox,4,3.79657,Handsome
Lady Inerva Darkvein,5,9.40254,Handsome
The Council of Blood,6,8.76741,Handsome
Sludgefist,7,0.03403,Handsome
Shriekwing,0,0.73035,Ameliorate
Huntsman Altimor,1,0.19258,Ameliorate
Hungering Destroyer,2,1.02384,Ameliorate
Sun King's Salvation,3,2.55273,Ameliorate
Artificer Xy'mox,4,2.52064,Ameliorate
Lady Inerva Darkvein,5,2.63846,Ameliorate
The Council of Blood,6,7.08511,Ameliorate
Sludgefist,7,6.10156,Ameliorate
Stone Legion Generals,8,15.96465,Ameliorate
Sire Denathrius,9,21.68962,Ameliorate
Shriekwing,0,1.06465,Old God Fellas
Huntsman Altimor,1,0.88911,Old God Fellas
Hungering Destroyer,2,6.85468,Old God Fellas
Sun King's Salvation,3,10.79141,Old God Fellas
Shriekwing,0,0.74208,Steel Legion
Huntsman Altimor,1,0.91836,Steel Legion
Hungering Destroyer,2,2.84667,Steel Legion
Sun King's Salvation,3,0.02562,Steel Legion
Artificer Xy'mox,4,0.02933,Steel Legion
Shriekwing,0,0.22906,Tilted Halos
Huntsman Altimor,1,0.65554,Tilted Halos
Hungering Destroyer,2,0.96209,Tilted Halos
Sun King's Salvation,3,0.99568,Tilted Halos
Shriekwing,0,1.15917,ATP
Artificer Xy'mox,4,4.64893,Tilted Halos
Lady Inerva Darkvein,5,6.52396,Tilted Halos
The Council of Blood,6,12.25658,Tilted Halos
Sludgefist,7,0.02031,Tilted Halos
Shriekwing,0,0.73588,lnTeam
Huntsman Altimor,1,0.45418,lnTeam
Hungering Destroyer,2,2.30336,lnTeam
Sun King's Salvation,3,0.74701,lnTeam
Artificer Xy'mox,4,0.02634,lnTeam
Lady Inerva Darkvein,5,2.6053,lnTeam
Shriekwing,0,1.42181,Unforgiven
Huntsman Altimor,1,2.00938,Unforgiven
Hungering Destroyer,2,4.52223,Unforgiven
Sun King's Salvation,3,2.17557,Unforgiven
Artificer Xy'mox,4,3.44709,Unforgiven
Lady Inerva Darkvein,5,6.57958,Unforgiven
The Council of Blood,6,0.03003,Unforgiven
Shriekwing,0,1.78023,Bridge Four Gaming
Huntsman Altimor,1,1.63102,Bridge Four Gaming
Hungering Destroyer,2,8.98715,Bridge Four Gaming
Sun King's Salvation,3,5.95412,Bridge Four Gaming
Artificer Xy'mox,4,6.10066,Bridge Four Gaming
Lady Inerva Darkvein,5,3.57439,Bridge Four Gaming
The Council of Blood,6,22.76754,Bridge Four Gaming
Sludgefist,7,0.01272,Bridge Four Gaming
Shriekwing,0,0.10702,Rocketier
Huntsman Altimor,1,0.30717,Rocketier
Hungering Destroyer,2,3.61481,Rocketier
Sun King's Salvation,3,4.48198,Rocketier
Lady Inerva Darkvein,5,5.54493,Rocketier
Shriekwing,0,0.54069,Fail Better
Huntsman Altimor,1,-0.02271,Fail Better
Hungering Destroyer,2,0.31132,Fail Better
Sun King's Salvation,3,0.13493,Fail Better
Artificer Xy'mox,4,1.28838,Fail Better
Lady Inerva Darkvein,5,0.3205,Fail Better
The Council of Blood,6,0.6469,Fail Better
Sludgefist,7,1.04733,Fail Better
Stone Legion Generals,8,3.15242,Fail Better
Sire Denathrius,9,0.02561,Fail Better
Shriekwing,0,0.56321,OBSCURE REFERENCE
Huntsman Altimor,1,1.54307,OBSCURE REFERENCE
Hungering Destroyer,2,1.48738,OBSCURE REFERENCE
Sun King's Salvation,3,1.23412,OBSCURE REFERENCE
Artificer Xy'mox,4,4.18289,OBSCURE REFERENCE
Lady Inerva Darkvein,5,2.83058,OBSCURE REFERENCE
The Council of Blood,6,6.56687,OBSCURE REFERENCE
Sludgefist,7,10.30122,OBSCURE REFERENCE
Stone Legion Generals,8,26.2222,OBSCURE REFERENCE
Sire Denathrius,9,30.01596,OBSCURE REFERENCE
Shriekwing,0,1.42282,Washed Up Raiders
Huntsman Altimor,1,2.57261,Washed Up Raiders
Hungering Destroyer,2,7.43703,Washed Up Raiders
Sun King's Salvation,3,2.66412,Washed Up Raiders
Artificer Xy'mox,4,4.42671,Washed Up Raiders
Lady Inerva Darkvein,5,0.7142,Washed Up Raiders
The Council of Blood,6,8.48302,Washed Up Raiders
Sludgefist,7,8.14247,Washed Up Raiders
Stone Legion Generals,8,26.09195,Washed Up Raiders
Sire Denathrius,9,32.0905,Washed Up Raiders
Shriekwing,0,1.32872,Helix
Huntsman Altimor,1,1.45579,Helix
Hungering Destroyer,2,4.23055,Helix
Sun King's Salvation,3,3.19872,Helix
Artificer Xy'mox,4,3.72514,Helix
Lady Inerva Darkvein,5,6.40625,Helix
The Council of Blood,6,10.20655,Helix
Sludgefist,7,8.46773,Helix
Stone Legion Generals,8,30.69505,Helix
Sire Denathrius,9,33.93378,Helix
Shriekwing,0,0.52667,Medium
Huntsman Altimor,1,0.16343,Medium
Hungering Destroyer,2,2.38967,Medium
Sun King's Salvation,3,0.62522,Medium
Artificer Xy'mox,4,4.67889,Medium
Lady Inerva Darkvein,5,2.60679,Medium
The Council of Blood,6,4.25115,Medium
Sludgefist,7,5.69607,Medium
Stone Legion Generals,8,17.74261,Medium
Sire Denathrius,9,16.09273,Medium
Shriekwing,0,0.50903,Downpour
Huntsman Altimor,1,1.34587,Downpour
Hungering Destroyer,2,5.23034,Downpour
Sun King's Salvation,3,0.0324,Downpour
Lady Inerva Darkvein,5,0.85862,Downpour
Shriekwing,0,0.09193,Mavera
Huntsman Altimor,1,0.29332,Mavera
Hungering Destroyer,2,1.17246,Mavera
Sun King's Salvation,3,2.90955,Mavera
Artificer Xy'mox,4,5.33639,Mavera
Lady Inerva Darkvein,5,4.52406,Mavera
The Council of Blood,6,0.00937,Mavera
Shriekwing,0,0.30488,Scuffed
Huntsman Altimor,1,0.13343,Scuffed
Hungering Destroyer,2,1.03922,Scuffed
Sun King's Salvation,3,1.41976,Scuffed
Artificer Xy'mox,4,3.47586,Scuffed
Lady Inerva Darkvein,5,0.37935,Scuffed
The Council of Blood,6,7.08855,Scuffed
Sludgefist,7,3.59577,Scuffed
Stone Legion Generals,8,18.3331,Scuffed
Sire Denathrius,9,25.62243,Scuffed
Shriekwing,0,0.15526,Empowered
Huntsman Altimor,1,0.51042,Empowered
Hungering Destroyer,2,2.42418,Empowered
Sun King's Salvation,3,2.53564,Empowered
Artificer Xy'mox,4,2.3918,Empowered
Lady Inerva Darkvein,5,1.56716,Empowered
The Council of Blood,6,0.01252,Empowered
Shriekwing,0,0.06506,Hazard
Huntsman Altimor,1,0.14879,Hazard
Hungering Destroyer,2,0.08322,Hazard
Sun King's Salvation,3,1.00582,Hazard
Sludgefist,7,2.75909,Hazard
Stone Legion Generals,8,0.00972,Hazard
Shriekwing,0,0.75491,Yseras Dream
Huntsman Altimor,1,1.10016,Yseras Dream
Hungering Destroyer,2,9.9315,Yseras Dream
Sun King's Salvation,3,6.1806,Yseras Dream
Artificer Xy'mox,4,4.76771,Yseras Dream
Lady Inerva Darkvein,5,3.43159,Yseras Dream
The Council of Blood,6,14.65078,Yseras Dream
Sludgefist,7,0.01609,Yseras Dream
Shriekwing,0,0.32612,Synergie
Huntsman Altimor,1,0.6749,Synergie
Hungering Destroyer,2,5.73915,Synergie
Sun King's Salvation,3,4.38113,Synergie
Artificer Xy'mox,4,7.61045,Synergie
Lady Inerva Darkvein,5,2.05916,Synergie
The Council of Blood,6,18.78891,Synergie
Sludgefist,7,7.5866,Synergie
Stone Legion Generals,8,42.45507,Synergie
Sire Denathrius,9,0.01744,Synergie
Shriekwing,0,0.63171,Comfy
Huntsman Altimor,1,0.71251,Comfy
Hungering Destroyer,2,1.37123,Comfy
Sun King's Salvation,3,2.87013,Comfy
Artificer Xy'mox,4,2.16542,Comfy
Lady Inerva Darkvein,5,4.50315,Comfy
The Council of Blood,6,10.52674,Comfy
Sludgefist,7,8.79861,Comfy
Stone Legion Generals,8,10.18647,Comfy
Sire Denathrius,9,22.49878,Comfy
Shriekwing,0,0.09108,Determined
Huntsman Altimor,1,1.95953,Determined
Hungering Destroyer,2,6.13159,Determined
Sun King's Salvation,3,1.82261,Determined
Artificer Xy'mox,4,2.73249,Determined
Lady Inerva Darkvein,5,0.78408,Determined
The Council of Blood,6,0.01032,Determined
Shriekwing,0,0.38937,Vigilantes
Huntsman Altimor,1,0.87735,Vigilantes
Hungering Destroyer,2,7.14786,Vigilantes
Sun King's Salvation,3,0.02732,Vigilantes
Shriekwing,0,0.08594,HoundsofwaR
Huntsman Altimor,1,1.73715,HoundsofwaR
Hungering Destroyer,2,4.02097,HoundsofwaR
Sun King's Salvation,3,2.88602,HoundsofwaR
Artificer Xy'mox,4,2.33174,HoundsofwaR
Lady Inerva Darkvein,5,3.69795,HoundsofwaR
The Council of Blood,6,0.02933,HoundsofwaR
Shriekwing,0,0.61212,KoA
Huntsman Altimor,1,0.23718,KoA
Hungering Destroyer,2,12.22424,KoA
Sun King's Salvation,3,4.07824,KoA
Artificer Xy'mox,4,0.05056,KoA
Lady Inerva Darkvein,5,14.98126,KoA
Shriekwing,0,0.06546,Wipefest
Huntsman Altimor,1,0.06883,Wipefest
Hungering Destroyer,2,0.07761,Wipefest
Sun King's Salvation,3,0.22219,Wipefest
Artificer Xy'mox,4,0.60468,Wipefest
Lady Inerva Darkvein,5,0.21567,Wipefest
The Council of Blood,6,0.69212,Wipefest
Sire Denathrius,9,30.25585,Wipefest
Shriekwing,0,0.21694,Final Pull
Huntsman Altimor,1,24.03739,Final Pull
Hungering Destroyer,2,26.86402,Final Pull
Sun King's Salvation,3,26.07599,Final Pull
Shriekwing,0,1.11801,End of Days
Huntsman Altimor,1,0.90402,End of Days
Hungering Destroyer,2,2.30449,End of Days
Sun King's Salvation,3,0.03569,End of Days
Shriekwing,0,0.95003,Echøes
Huntsman Altimor,1,1.69223,Echøes
Hungering Destroyer,2,5.81711,Echøes
Sun King's Salvation,3,2.51033,Echøes
Artificer Xy'mox,4,1.64601,Echøes
Lady Inerva Darkvein,5,3.96506,Echøes
The Council of Blood,6,9.52051,Echøes
Sludgefist,7,4.72883,Echøes
Stone Legion Generals,8,14.83267,Echøes
Sire Denathrius,9,23.83785,Echøes
Shriekwing,0,0.52625,Myrsky
Huntsman Altimor,1,1.52042,Myrsky
Hungering Destroyer,2,2.02994,Myrsky
Sun King's Salvation,3,5.36482,Myrsky
Artificer Xy'mox,4,4.84549,Myrsky
Lady Inerva Darkvein,5,2.93222,Myrsky
The Council of Blood,6,0.01362,Myrsky
Shriekwing,0,0.89591,Det var bättre förr
Huntsman Altimor,1,1.02335,Det var bättre förr
Hungering Destroyer,2,4.52924,Det var bättre förr
Sun King's Salvation,3,0.02488,Det var bättre förr
The Council of Blood,6,0.02307,Det var bättre förr
Shriekwing,0,0.64292,Evenfall
Huntsman Altimor,1,0.35431,Evenfall
Hungering Destroyer,2,6.80647,Evenfall
Sun King's Salvation,3,5.08467,Evenfall
Artificer Xy'mox,4,3.41338,Evenfall
Lady Inerva Darkvein,5,6.43742,Evenfall
The Council of Blood,6,4.92641,Evenfall
Shriekwing,0,0.39803,Camelot
Huntsman Altimor,1,1.23167,Camelot
Hungering Destroyer,2,2.88025,Camelot
Huntsman Altimor,1,2.09138,ATP
Hungering Destroyer,2,4.72786,ATP
Sun King's Salvation,3,4.55624,ATP
Artificer Xy'mox,4,2.72686,ATP
Lady Inerva Darkvein,5,3.77316,ATP
The Council of Blood,6,10.89361,ATP
Sludgefist,7,17.88601,ATP
Stone Legion Generals,8,20.7415,ATP
Sire Denathrius,9,0.02392,ATP
Shriekwing,0,0.46013,Dopamine
Huntsman Altimor,1,0.902,Dopamine
Hungering Destroyer,2,2.70533,Dopamine
Sun King's Salvation,3,1.40168,Dopamine
Artificer Xy'mox,4,6.49443,Dopamine
Lady Inerva Darkvein,5,1.20829,Dopamine
The Council of Blood,6,13.0353,Dopamine
Sludgefist,7,0.01731,Dopamine
Shriekwing,0,0.31991,Luce
Huntsman Altimor,1,0.08768,Luce
Hungering Destroyer,2,1.01841,Luce
Sun King's Salvation,3,0.9559,Luce
Artificer Xy'mox,4,0.54193,Luce
Lady Inerva Darkvein,5,3.06467,Luce
The Council of Blood,6,6.73499,Luce
Sludgefist,7,10.83749,Luce
Stone Legion Generals,8,14.82922,Luce
Sire Denathrius,9,0.03904,Luce
Shriekwing,0,0.61536,Gamblers Anonymous
Huntsman Altimor,1,0.332,Gamblers Anonymous
Hungering Destroyer,2,7.003,Gamblers Anonymous
Sun King's Salvation,3,7.65987,Gamblers Anonymous
Artificer Xy'mox,4,6.72704,Gamblers Anonymous
Lady Inerva Darkvein,5,11.64618,Gamblers Anonymous
The Council of Blood,6,0.01481,Gamblers Anonymous
Shriekwing,0,1.66966,Primarch
Huntsman Altimor,1,1.75682,Primarch
Hungering Destroyer,2,8.63012,Primarch
Sun King's Salvation,3,1.56396,Primarch
Artificer Xy'mox,4,1.53158,Primarch
Lady Inerva Darkvein,5,4.05478,Primarch
The Council of Blood,6,0.01171,Primarch
Sludgefist,7,0.02997,Primarch
Stone Legion Generals,8,23.51128,Primarch
Sire Denathrius,9,0.01866,Primarch
Shriekwing,0,0.4507,The Flaming Toiletpaper
Huntsman Altimor,1,1.01655,The Flaming Toiletpaper
Hungering Destroyer,2,3.87699,The Flaming Toiletpaper
Sun King's Salvation,3,4.52973,The Flaming Toiletpaper
Artificer Xy'mox,4,0.45626,The Flaming Toiletpaper
Lady Inerva Darkvein,5,5.38393,The Flaming Toiletpaper
The Council of Blood,6,10.47153,The Flaming Toiletpaper
Sludgefist,7,0.01747,The Flaming Toiletpaper
Shriekwing,0,0.06433,Serpentes
Huntsman Altimor,1,0.06866,Serpentes
Hungering Destroyer,2,0.16613,Serpentes
Sun King's Salvation,3,0.22736,Serpentes
Artificer Xy'mox,4,0.36483,Serpentes
Lady Inerva Darkvein,5,0.30235,Serpentes
The Council of Blood,6,12.63165,Serpentes
Sludgefist,7,0.02,Serpentes
Shriekwing,0,0.23624,Obsidius
Huntsman Altimor,1,0.25184,Obsidius
Hungering Destroyer,2,0.06379,Obsidius
Sun King's Salvation,3,1.82373,Obsidius
Artificer Xy'mox,4,0.02933,Obsidius
Lady Inerva Darkvein,5,2.91986,Obsidius
Shriekwing,0,1.10722,Spear
Huntsman Altimor,1,1.57794,Spear
Hungering Destroyer,2,5.14554,Spear
Sun King's Salvation,3,12.05171,Spear
Artificer Xy'mox,4,4.62369,Spear
Lady Inerva Darkvein,5,2.50715,Spear
The Council of Blood,6,20.3263,Spear
Sludgefist,7,11.0624,Spear
Stone Legion Generals,8,0.01765,Spear
Shriekwing,0,1.14697,Disillusion
Huntsman Altimor,1,3.96125,Disillusion
Hungering Destroyer,2,4.14703,Disillusion
Sun King's Salvation,3,4.82132,Disillusion
Artificer Xy'mox,4,0.02154,Disillusion
Lady Inerva Darkvein,5,4.601,Disillusion
Shriekwing,0,2.89878,xwtyaemapdtfocvihebhiuyv
Huntsman Altimor,1,1.6635,xwtyaemapdtfocvihebhiuyv
Hungering Destroyer,2,2.93838,xwtyaemapdtfocvihebhiuyv
Sun King's Salvation,3,7.0773,xwtyaemapdtfocvihebhiuyv
Artificer Xy'mox,4,2.08282,xwtyaemapdtfocvihebhiuyv
Lady Inerva Darkvein,5,1.28908,xwtyaemapdtfocvihebhiuyv
The Council of Blood,6,11.6407,xwtyaemapdtfocvihebhiuyv
Sludgefist,7,6.81225,xwtyaemapdtfocvihebhiuyv
Stone Legion Generals,8,24.72307,xwtyaemapdtfocvihebhiuyv
Sire Denathrius,9,0.038,xwtyaemapdtfocvihebhiuyv
Shriekwing,0,0.12864,Bad Callouts
Huntsman Altimor,1,0.49868,Bad Callouts
Hungering Destroyer,2,1.31633,Bad Callouts
Sun King's Salvation,3,6.95608,Bad Callouts
Artificer Xy'mox,4,2.96665,Bad Callouts
Lady Inerva Darkvein,5,6.19384,Bad Callouts
Shriekwing,0,1.04491,So Fluffy
Huntsman Altimor,1,2.00366,So Fluffy
Hungering Destroyer,2,3.43996,So Fluffy
Sun King's Salvation,3,5.57796,So Fluffy
Artificer Xy'mox,4,5.19792,So Fluffy
Lady Inerva Darkvein,5,2.53302,So Fluffy
The Council of Blood,6,9.93553,So Fluffy
Sludgefist,7,10.53908,So Fluffy
